logical clock,global time,event type,queue length
1,1,send,0
2,1,send,0
3,1,internal,0
4,1,internal,0
5,1,receive,0
6,2,internal,0
7,2,internal,0
8,2,internal,0
9,2,send,0
10,2,internal,0
11,3,internal,0
12,3,send,0
13,3,internal,0
14,3,internal,0
15,3,internal,0
16,4,internal,0
17,4,internal,0
18,4,internal,0
19,4,internal,0
20,4,receive,0
21,5,internal,0
22,5,internal,0
23,5,internal,0
24,5,send,0
25,5,internal,0
26,6,internal,0
27,6,internal,0
28,6,receive,0
29,6,send,0
30,6,send,0
31,7,internal,0
32,7,internal,0
33,7,internal,0
34,7,internal,0
35,8,receive,0
36,8,internal,0
37,8,internal,0
38,8,send,0
39,8,send,0
40,9,send,0
41,9,internal,0
42,9,internal,0
43,9,send,0
44,9,send,0
45,10,internal,0
46,10,internal,0
47,10,send,0
48,10,internal,0
49,10,internal,0
50,11,internal,0
51,11,internal,0
52,11,internal,0
53,11,internal,0
54,11,internal,0
55,12,send,0
56,12,internal,0
57,12,internal,0
58,12,send,0
59,12,internal,0
60,13,internal,0
61,13,internal,0
62,13,receive,0
63,13,internal,0
64,13,internal,0
65,14,receive,0
66,14,internal,0
67,14,internal,0
68,14,send,0
69,14,internal,0
70,15,internal,0
71,15,internal,0
72,15,internal,0
73,15,internal,0
74,15,send,0
75,16,internal,0
76,16,send,0
77,16,send,0
78,16,internal,0
79,16,internal,0
80,17,internal,0
81,17,internal,0
82,17,send,0
83,17,internal,0
84,17,internal,0
85,18,internal,0
86,18,internal,0
87,18,internal,0
88,18,internal,0
89,19,receive,0
90,19,internal,0
91,19,internal,0
92,19,internal,0
93,19,send,0
94,20,internal,0
95,20,send,0
96,20,internal,0
97,20,internal,0
98,20,internal,0
99,21,receive,0
100,21,internal,0
101,21,internal,0
102,21,internal,0
103,21,send,0
104,22,receive,0
105,22,internal,0
106,22,send,0
107,22,internal,0
108,22,internal,0
109,23,send,0
110,23,internal,0
111,23,send,0
112,23,internal,0
113,23,internal,0
114,24,receive,0
115,24,send,0
116,24,internal,0
117,24,receive,0
118,24,internal,0
119,25,receive,0
120,25,internal,0
121,25,internal,0
122,25,send,0
123,25,internal,0
124,26,internal,0
125,26,internal,0
126,26,send,0
127,26,internal,0
128,26,send,0
129,27,internal,0
130,27,internal,0
131,27,internal,0
132,27,internal,0
133,28,send,0
134,28,internal,0
135,28,internal,0
136,28,receive,1
137,28,receive,0
138,29,internal,0
139,29,internal,0
140,29,internal,0
141,29,receive,0
142,29,send,0
143,30,send,0
144,30,send,0
145,30,internal,0
146,30,internal,0
147,30,internal,0
148,31,internal,0
149,31,internal,0
150,31,internal,0
151,31,internal,0
152,31,internal,0
153,32,send,0
154,32,internal,0
155,32,internal,0
156,32,internal,0
157,32,internal,0
158,33,internal,0
159,33,internal,0
160,33,internal,0
161,33,internal,0
162,33,internal,0
163,34,send,0
164,34,send,0
165,34,send,0
166,34,internal,0
167,34,internal,0
168,35,send,0
169,35,send,0
170,35,send,0
171,35,internal,0
172,35,send,0
173,36,internal,0
174,36,internal,0
175,36,internal,0
176,36,internal,0
177,36,internal,0
178,37,internal,0
179,37,internal,0
180,37,send,0
181,37,internal,0
182,38,send,0
183,38,internal,0
184,38,internal,0
185,38,internal,0
186,38,internal,0
187,39,internal,0
188,39,receive,0
189,39,send,0
190,39,internal,0
191,39,send,0
192,40,internal,0
193,40,internal,0
194,40,internal,0
195,40,send,0
196,40,internal,0
197,41,internal,0
198,41,send,0
199,41,internal,0
200,41,send,0
201,41,internal,0
202,42,internal,0
203,42,internal,0
204,42,internal,0
205,42,receive,0
206,42,internal,0
207,43,internal,0
208,43,internal,0
209,43,internal,0
210,43,send,0
211,43,internal,0
212,44,send,0
213,44,send,0
214,44,send,0
215,44,internal,0
216,44,internal,0
217,45,internal,0
218,45,internal,0
219,45,send,0
220,45,internal,0
221,46,internal,0
222,46,send,0
223,46,internal,0
224,46,internal,0
225,46,internal,0
226,47,internal,0
227,47,internal,0
228,47,internal,0
229,47,internal,0
230,47,receive,0
231,48,send,0
232,48,internal,0
233,48,internal,0
234,48,internal,0
235,48,send,0
236,49,internal,0
237,49,internal,0
238,49,internal,0
239,49,internal,0
240,49,send,0
241,50,internal,0
242,50,internal,0
243,50,internal,0
244,50,internal,0
245,50,receive,0
246,51,internal,0
247,51,internal,0
248,51,internal,0
249,51,internal,0
250,51,internal,0
251,52,internal,0
252,52,internal,0
253,52,internal,0
254,52,internal,0
255,52,send,0
256,53,send,0
257,53,internal,0
258,53,internal,0
259,53,internal,0
260,53,internal,0
261,54,internal,0
262,54,send,0
263,54,internal,0
264,54,internal,0
265,54,send,0
266,55,internal,0
267,55,internal,0
268,55,internal,0
269,55,send,0
270,56,send,0
271,56,internal,0
272,56,send,0
273,56,send,0
274,56,internal,0
275,57,send,0
276,57,internal,0
277,57,send,0
278,57,internal,0
279,57,internal,0
280,58,internal,0
281,58,internal,0
282,58,internal,0
283,58,internal,0
284,58,internal,0
285,59,internal,0
286,59,send,0
287,59,internal,0
288,59,internal,0
289,59,internal,0
290,60,internal,0
291,60,internal,0
292,60,send,0
293,60,internal,0
294,60,internal,0
295,61,send,0
